State,County,"Violent
crime","Murder and
nonnegligent
manslaughter",RapeRevised,RapeLegacy,Robbery,Aggravated assault,"Property
crime",Burglary,"Larceny-
theft","Motor
vehicle theft",Arson
MD,St. Mary's,202,2,21,,28,151,"1,814",378,"1,372",64,2
MD,Washington,193,0,7,,35,151,"1,721",416,"1,201",104,4
MD,Wicomico,105,1,6,,24,74,644,172,442,30,2
MD,Worcester,13,2,2,,5,4,249,63,178,8,0
MD,Caroline,17,0,2,,1,14,200,67,124,9,0
MD,Dorchester,10,1,0,,1,8,203,55,132,16,0
MD,Garrett,45,0,1,,0,44,239,46,187,6,1
MD,Kent,8,0,1,,3,4,130,53,75,2,0
MD,Talbot,22,0,11,,0,11,175,55,119,1,1
MI,Barry,34,1,11,,0,22,255,54,193,8,0
MI,Bay,44,0,14,,2,28,593,113,462,18,1
MI,Berrien,122,2,47,,10,63,587,168,379,40,5
MI,Calhoun,121,1,28,,4,88,501,137,341,23,1
MI,Cass,50,0,20,,0,30,551,234,294,23,4
MI,Clinton,23,0,4,,1,18,172,51,108,13,0
MI,Eaton,164,2,61,,26,75,986,183,750,53,2
MI,Genesee,67,0,7,,4,56,326,39,269,18,0
MI,Ingham,146,2,36,,9,99,504,128,348,28,2
MI,Jackson,218,1,23,,4,190,631,111,478,42,6
MI,Kalamazoo,297,4,102,,37,154,"2,236",514,"1,608",114,7
MI,Kent,386,1,105,,38,242,"2,264",441,"1,701",122,15
MI,Lapeer,60,2,15,,4,39,351,112,213,26,2
MI,Livingston,70,1,28,,4,37,552,97,427,28,7
MI,Macomb,322,2,55,,36,229,"1,436",196,"1,168",72,12
MI,Midland,50,1,22,,1,26,356,120,217,19,8
MI,Monroe,167,5,56,,19,87,"1,521",344,"1,065",112,23
MI,Montcalm,54,0,21,,2,31,226,51,164,11,0
MI,Muskegon,66,0,25,,1,40,555,95,437,23,5
MI,Oakland,33,0,10,,0,23,52,7,37,8,6
MI,Ottawa,559,3,204,,29,323,"2,492",467,"1,942",83,19
MI,Saginaw,98,2,10,,11,75,494,80,382,32,4
MI,St. Clair,189,2,34,,3,150,974,190,730,54,14
MI,Van Buren,120,0,29,,4,87,437,194,210,33,5
MI,Washtenaw,588,1,69,,80,438,"1,667",391,"1,067",209,16
MI,Wayne,6,0,4,,1,1,0,0,0,0,0
MI,Alcona,10,0,2,,0,8,94,40,53,1,1
MI,Alger,0,0,0,,0,0,5,0,4,1,0
MI,Allegan,131,0,28,,2,101,558,147,369,42,5
MI,Alpena,10,0,3,,1,6,36,10,23,3,0
MI,Antrim,15,0,6,,0,9,279,118,153,8,0
MI,Arenac,29,1,16,,0,12,100,33,57,10,2
MI,Baraga,3,0,0,,0,3,26,9,17,0,0
MI,Benzie,18,0,6,,0,12,100,11,86,3,0
MI,Branch,10,0,5,,0,5,61,11,45,5,0
MI,Charlevoix,21,0,12,,1,8,121,20,96,5,0
MI,Cheboygan,7,0,6,,0,1,70,27,41,2,1
MI,Chippewa,6,0,1,,0,5,55,16,37,2,0
MI,Clare,90,1,21,,1,67,412,101,291,20,8
MI,Crawford,18,0,9,,0,9,104,39,58,7,2
MI,Delta,9,0,5,,0,4,52,14,36,2,0
MI,Emmet,28,0,10,,0,18,176,54,121,1,2
MI,Gladwin,27,0,5,,1,21,126,58,64,4,0
MI,Gogebic,6,0,4,,0,2,52,10,39,3,0
MI,Grand Traverse,125,2,34,,5,84,593,100,460,33,5
MI,Gratiot,21,0,9,,2,10,279,45,221,13,2
MI,Hillsdale,30,1,11,,0,18,132,43,83,6,1
MI,Houghton,13,0,9,,1,3,77,19,51,7,1
MI,Huron,24,0,7,,1,16,103,32,66,5,0
MI,Ionia,45,1,30,,1,13,267,54,204,9,1
MI,Iosco,0,0,0,,0,0,0,0,0,0,0
MI,Iron,8,1,3,,1,3,19,8,11,0,0
MI,Isabella,48,0,16,,6,26,301,92,201,8,3
MI,Kalkaska,60,0,2,,1,57,195,38,145,12,2
MI,Keweenaw,3,0,2,,0,1,26,11,15,0,0
MI,Lake,20,0,2,,1,17,156,68,82,6,0
MI,Leelanau,12,0,2,,2,8,77,16,55,6,1
MI,Lenawee,30,0,7,,2,21,230,85,132,13,0
MI,Luce,20,0,1,,0,19,73,19,51,3,0
MI,Mackinac,6,0,4,,0,2,69,11,54,4,1
MI,Manistee,36,0,17,,0,19,261,48,206,7,2
MI,Marquette,13,0,3,,3,7,142,17,120,5,0
MI,Mason,28,0,8,,0,20,191,39,144,8,1
MI,Mecosta,241,0,18,,2,221,378,62,302,14,3
MI,Menominee,16,0,9,,0,7,49,19,28,2,0
MI,Missaukee,21,0,6,,1,14,139,26,110,3,0
MI,Montmorency,4,0,0,,0,4,19,7,5,7,0
MI,Newaygo,45,1,13,,0,31,257,67,184,6,2
MI,Oceana,32,0,4,,2,26,245,66,170,9,1
MI,Ogemaw,22,0,3,,1,18,163,57,99,7,1
MI,Ontonagon,13,0,0,,0,13,20,6,10,4,0
MI,Osceola,45,0,17,,2,26,205,31,143,31,0
MI,Oscoda,27,0,4,,0,23,158,43,109,6,0
MI,Otsego,13,0,8,,0,5,49,16,33,0,0
MI,Presque Isle,5,0,3,,0,2,21,7,13,1,0
MI,Roscommon,19,1,7,,0,11,148,40,103,5,1
MI,Sanilac,45,0,8,,2,35,192,84,94,14,1
MI,Shiawassee,23,0,13,,2,8,134,39,93,2,1
MI,St. Joseph,54,0,10,,0,44,131,43,76,12,2
MI,Tuscola,43,0,8,,0,35,205,58,123,24,0
MI,Wexford,41,0,18,,0,23,260,47,209,4,3
MN,Anoka,44,1,15,,5,23,977,157,767,53,7
MN,Blue Earth,15,1,7,,0,7,103,42,52,9,1
MN,Carlton,19,0,8,,2,9,166,49,99,18,3
MN,Carver8,49,0,5,,4,40,542,83,432,27,1
MN,Chisago,12,0,2,,0,10,213,51,145,17,0
MN,Clay,5,0,0,,1,4,65,27,29,9,0
MN,Dakota,32,0,1,,0,31,90,31,56,3,0
MN,Dodge,4,0,0,,0,4,71,12,47,12,0
MN,Fillmore,7,0,0,,1,6,73,23,46,4,1
MN,Hennepin,19,0,0,,3,16,61,2,54,5,0
MN,Houston,4,0,2,,0,2,42,7,32,3,0
MN,Isanti,28,0,10,,0,18,328,88,216,24,1
MN,Le Sueur,5,0,1,,0,4,109,31,78,0,0
MN,Mille Lacs,23,1,5,,3,14,455,79,321,55,0
MN,Nicollet,3,0,2,,0,1,62,21,41,0,0
MN,Olmsted,23,0,13,,2,8,280,85,170,25,7
MN,Polk,30,0,9,,0,21,228,72,146,10,3
MN,Ramsey,63,0,23,,16,24,"1,096",140,876,80,1
MN,Sherburne,35,0,12,,3,20,405,68,319,18,0
MN,Sibley,4,0,3,,0,1,2,0,2,0,0
MN,Stearns,47,0,15,,2,30,454,79,345,30,1
MN,St. Louis,51,1,13,,1,36,717,244,397,76,9
MN,Wabasha,6,0,0,,0,6,45,6,33,6,0
MN,Washington,75,0,19,,4,52,848,180,603,65,0
MN,Wright,97,2,41,,5,49,"1,737",126,"1,545",66,11
MN,Aitkin,11,1,4,,2,4,263,104,143,16,0
MN,Becker,17,0,4,,0,13,118,51,48,19,0
MN,Beltrami,52,0,9,,2,41,387,94,251,42,2
MN,Big Stone,1,0,1,,0,0,23,11,12,0,0
MN,Brown,4,0,0,,0,4,20,2,17,1,0
MN,Cass,54,1,30,,3,20,401,122,235,44,0
MN,Chippewa,1,0,0,,0,1,30,11,17,2,0
MN,Clearwater,16,0,3,,0,13,93,36,53,4,2
MN,Cook,5,0,3,,0,2,115,29,83,3,0
MN,Cottonwood,2,0,0,,0,2,15,4,11,0,0
MN,Crow Wing,24,0,6,,1,17,321,116,190,15,1
MN,Douglas,14,0,5,,2,7,162,55,97,10,0
MN,Faribault,2,0,2,,0,0,62,29,24,9,0
MN,Freeborn,3,1,2,,0,0,79,27,43,9,1
MN,Goodhue,19,0,8,,2,9,161,46,95,20,1
MN,Grant,1,0,0,,0,1,13,5,8,0,0
MN,Hubbard,20,0,6,,1,13,209,74,126,9,1
MN,Itasca,37,1,13,,0,23,135,40,89,6,1
MN,Jackson,2,0,1,,1,0,40,7,31,2,0
MN,Kanabec,22,0,0,,0,22,237,68,140,29,0
MN,Kandiyohi,22,0,3,,2,17,166,26,126,14,0
MN,Kittson,1,0,0,,0,1,20,2,18,0,0
MN,Lac qui Parle,1,0,1,,0,0,26,11,15,0,1
MN,Lake,1,0,0,,0,1,14,4,5,5,0
MN,Lake of the Woods,1,0,1,,0,0,5,2,2,1,0
MN,Lincoln,12,0,0,,0,12,0,0,0,0,0
MN,Lyon,3,0,0,,0,3,56,20,32,4,0
MN,Marshall,5,0,1,,0,4,44,8,29,7,1
MN,Martin,2,0,1,,0,1,15,5,9,1,0
MN,McLeod,14,0,6,,0,8,81,28,51,2,0
MN,Meeker,17,1,11,,0,5,113,25,73,15,0
MN,Mower,10,0,2,,0,8,91,35,47,9,0
MN,Murray,1,0,0,,0,1,37,4,31,2,0
MN,Nobles,4,0,1,,0,3,24,15,8,1,0
MN,Norman,0,0,0,,0,0,2,0,2,0,1
MN,Otter Tail,20,0,6,,0,14,379,155,206,18,3
MN,Pennington,2,0,0,,0,2,15,5,7,3,0
MN,Pine,78,0,20,,6,52,864,164,597,103,6
MN,Pope,4,0,0,,0,4,33,6,22,5,0
MN,Red Lake,0,0,0,,0,0,8,0,7,1,0
MN,Redwood,6,0,1,,0,5,58,13,40,5,0
MN,Renville,7,0,0,,0,7,87,20,61,6,0
MN,Rice,16,0,4,,1,11,153,41,92,20,2
MN,Rock,36,0,0,,0,36,70,11,53,6,0
MN,Roseau,1,0,1,,0,0,75,18,50,7,0
MN,Steele,13,1,1,,1,10,80,21,49,10,1
MN,Stevens,5,0,4,,0,1,36,17,19,0,0
MN,Swift,2,0,0,,0,2,6,5,0,1,0
MN,Todd,22,0,13,,0,9,153,51,96,6,3
MN,Traverse,1,0,0,,0,1,20,4,15,1,1
MN,Wadena,1,0,0,,0,1,3,3,0,0,1
MN,Waseca,3,0,2,,0,1,54,19,29,6,0
MN,Watonwan,4,0,2,,0,2,30,18,8,4,0
MN,Wilkin,3,0,1,,1,1,20,1,18,1,0
MN,Winona,12,1,0,,0,11,47,7,34,6,0
MN,Yellow Medicine,4,0,1,,0,3,35,18,14,3,0
MS,DeSoto,36,1,2,,6,27,454,200,238,16,0
MS,Hancock,42,2,,0,2,38,590,129,396,65,2
MS,Harrison,59,1,8,,10,40,"1,016",216,671,129,9
MS,Hinds8 ,89,2,11,,8,68,406,158,181,67,
MS,Jackson,114,4,,38,15,57,"1,426",381,874,171,7
MS,Lamar,96,1,,7,9,79,692,270,415,7,0
MS,Madison,24,0,,5,4,15,277,95,152,30,4
MS,Marshall,3,0,1,,0,2,158,3,145,10,1
MS,Rankin,36,2,3,,3,28,622,147,432,43,4
MS,Tunica,34,0,,9,7,18,417,93,292,32,
MS,Choctaw,3,0,,0,0,3,72,29,42,1,1
MS,Claiborne,22,3,4,,1,14,73,50,14,9,0
MS,Grenada,9,0,,0,3,6,136,54,80,2,
MS,Jones,142,1,50,,9,82,768,363,405,0,0
MS,Kemper,10,0,,0,3,7,58,31,26,1,1
MS,Lauderdale,53,5,,15,18,15,604,300,264,40,7
MS,Lincoln,16,0,,4,0,12,280,112,150,18,4
MS,Marion,41,2,7,,6,26,296,141,128,27,2
MS,Oktibbeha,40,0,,7,7,26,385,210,163,12,5
MS,Panola,102,5,,0,5,92,790,389,386,15,0
MS,Scott,34,1,1,,3,29,188,95,72,21,0
MS,Stone,34,0,6,,2,26,168,60,92,16,2
MS,Sunflower,24,0,,0,12,12,12,12,0,0,0
MS,Warren,17,1,5,,1,10,263,51,182,30,2
MS,Washington,20,0,3,,6,11,323,88,223,12,0
MO,Andrew,33,2,2,,1,28,107,38,63,6,0
MO,Bates,50,0,1,,0,49,125,49,64,12,0
MO,Bollinger,87,1,3,,7,76,91,34,51,6,0
MO,Boone,125,0,14,,11,100,601,130,413,58,10
MO,Buchanan,28,1,0,,2,25,188,62,95,31,9
MO,Caldwell,17,0,0,,0,17,68,28,36,4,0
MO,Callaway,117,3,16,,8,90,502,160,303,39,1
MO,Cape Girardeau,33,0,0,,5,28,196,73,112,11,0
MO,Cass,60,1,5,,2,52,406,120,249,37,0
MO,Christian,95,0,7,,2,86,327,116,196,15,5
MO,Clay,50,1,1,,11,37,236,86,131,19,3
MO,Clinton,24,0,0,,0,24,105,37,52,16,3
MO,Cole,42,0,1,,2,39,278,77,179,22,3
MO,Dallas,22,0,3,,1,18,138,47,73,18,0
MO,DeKalb,5,0,0,,1,4,44,14,24,6,1
MO,Franklin,71,2,0,,1,68,548,171,325,52,2
MO,Greene,83,2,35,,10,36,"1,318",394,782,142,7
MO,Jackson,85,2,10,,9,64,383,125,220,38,3
MO,Jasper,123,2,16,,6,99,507,143,302,62,0
MO,Jefferson,196,2,14,,15,165,"2,284",449,"1,565",270,15
MO,Lafayette,10,0,1,,0,9,131,38,82,11,2
MO,Lincoln,132,0,4,,1,127,189,64,99,26,3
MO,McDonald,101,0,2,,3,96,387,85,262,40,0
MO,Moniteau,1,0,0,,0,1,40,29,5,6,0
MO,Newton9,,0,13,,7,,719,159,475,85,21
MO,Osage,3,0,1,,0,2,42,21,17,4,0
MO,Platte,41,4,13,,4,20,262,66,168,28,2
MO,Polk,50,0,7,,2,41,333,133,174,26,3
MO,Ray,102,0,3,,0,99,111,47,53,11,0
MO,St. Charles,0,0,0,,0,0,1,0,1,0,0
MO,St. Charles County Police Department,114,3,18,,9,84,789,198,522,69,8
MO,St. Louis County Police Department,"1,784",25,195,,399,"1,165","8,291","1,729","5,728",834,63
MO,Warren,68,0,11,,2,55,219,58,141,20,3
MO,Webster,11,1,3,,1,6,256,80,155,21,0
MO,Adair,8,0,1,,0,7,116,46,63,7,0
MO,Atchison,1,0,0,,0,1,8,1,4,3,0
MO,Audrain,22,0,7,,2,13,76,22,48,6,0
MO,Barry,40,0,6,,0,34,345,124,190,31,1
MO,Barton,27,0,0,,0,27,97,41,50,6,7
MO,Benton,80,1,2,,4,73,232,81,133,18,0
MO,Butler,86,2,1,,6,77,497,110,338,49,0
MO,Camden5,,4,,,0,79,457,205,229,23,7
MO,Carroll,3,0,0,,0,3,26,6,19,1,0
MO,Carter,36,0,5,,1,30,60,25,33,2,0
MO,Cedar,37,0,1,,0,36,101,43,54,4,1
MO,Chariton,13,0,0,,0,13,50,22,26,2,0
MO,Clark,12,0,1,,1,10,40,5,30,5,0
MO,Cooper,7,0,0,,1,6,83,29,44,10,1
MO,Crawford,20,0,1,,0,19,223,87,108,28,0
MO,Dade,28,0,0,,0,28,84,38,43,3,1
MO,Daviess,9,1,1,,0,7,49,20,24,5,0
MO,Dent,7,2,2,,1,2,60,29,22,9,0
MO,Douglas,17,0,0,,0,17,51,19,28,4,3
MO,Dunklin,22,0,0,,1,21,165,40,110,15,1
MO,Gasconade,18,0,0,,0,18,116,46,60,10,0
MO,Gentry,4,0,0,,0,4,37,9,23,5,0
MO,Grundy,2,0,0,,0,2,18,12,5,1,0
MO,Harrison,2,0,1,,0,1,61,27,28,6,1
MO,Henry,54,1,1,,2,50,228,94,115,19,3
MO,Hickory,0,0,0,,0,0,90,43,45,2,0
MO,Holt,5,0,0,,0,5,44,20,23,1,0
MO,Howard,9,0,0,,1,8,67,19,41,7,0
MO,Howell,53,0,0,,4,49,191,67,102,22,0
MO,Iron,16,0,0,,1,15,67,32,32,3,1
MO,Johnson,38,1,4,,1,32,253,67,164,22,0
MO,Knox,0,0,0,,0,0,15,8,7,0,0
MO,Laclede,45,0,6,,0,39,268,82,144,42,2
MO,Lawrence,60,2,7,,1,50,220,94,122,4,1
MO,Lewis,3,0,1,,0,2,39,15,22,2,1
MO,Linn,10,0,2,,1,7,45,16,19,10,2
MO,Livingston,1,0,0,,0,1,37,10,23,4,0
MO,Macon,14,0,0,,1,13,94,32,57,5,6
MO,Madison,17,0,5,,1,11,61,11,48,2,1
MO,Maries,10,0,0,,0,10,38,16,16,6,0
MO,Marion,8,0,0,,0,8,90,21,63,6,0
MO,Mercer,0,0,0,,0,0,30,16,8,6,0
MO,Miller,61,0,3,,1,57,219,67,131,21,3
MO,Mississippi,9,0,1,,0,8,46,19,23,4,0
MO,Monroe,5,0,0,,1,4,50,30,15,5,1
MO,Montgomery,12,0,0,,1,11,83,40,42,1,0
MO,Morgan,36,0,7,,1,28,202,92,83,27,0
MO,Nodaway,7,0,4,,0,3,60,25,31,4,0
MO,Oregon,12,0,1,,0,11,42,18,20,4,1
MO,Ozark,15,0,0,,2,13,79,23,50,6,4
MO,Pemiscot,23,0,1,,0,22,100,28,65,7,0
MO,Perry,36,1,0,,0,35,72,23,39,10,0
MO,Pettis,29,0,1,,1,27,194,54,126,14,0
MO,Phelps,19,0,4,,0,15,243,61,171,11,0
MO,Pike,2,0,0,,1,1,38,17,16,5,2
MO,Pulaski,65,1,3,,3,58,236,79,138,19,0
MO,Putnam,0,0,0,,0,0,8,3,3,2,1
MO,Ralls,19,0,0,,0,19,76,23,42,11,0
MO,Randolph,10,0,0,,0,10,107,38,61,8,1
MO,Reynolds,11,2,1,,0,8,41,11,22,8,2
MO,Ripley,15,0,1,,1,13,193,72,104,17,0
MO,Saline,5,1,0,,0,4,57,26,27,4,1
MO,Schuyler,7,0,4,,0,3,29,4,25,0,0
MO,Scotland,6,0,2,,0,4,24,8,12,4,1
MO,Scott,178,0,1,,0,177,206,73,120,13,1
MO,Shannon,24,0,3,,2,19,56,6,41,9,1
MO,Shelby,3,0,3,,0,0,22,9,11,2,0
MO,St. Clair,22,1,3,,0,18,148,67,70,11,4
MO,Ste. Genevieve,31,0,8,,0,23,116,28,71,17,1
MO,St. Francois,70,2,3,,3,62,390,111,222,57,2
MO,Stoddard,15,0,0,,1,14,148,39,96,13,0
MO,Stone,130,0,3,,1,126,378,124,235,19,1
MO,Sullivan,9,0,2,,0,7,51,24,18,9,0
MO,Taney,93,0,6,,0,87,337,81,206,50,1
MO,Texas,21,2,2,,1,16,156,62,79,15,1
MO,Vernon,68,0,6,,1,61,300,112,165,23,1
MO,Washington,106,0,14,,4,88,297,98,170,29,5
MO,Wayne,20,2,5,,0,13,215,80,104,31,1
MO,Worth,1,0,0,,0,1,8,1,7,0,0
MO,Wright,26,0,0,,0,26,98,39,43,16,0
MT,Carbon,15,3,0,,0,12,57,21,31,5,1
MT,Cascade,27,1,3,,1,22,205,42,144,19,2
MT,Golden Valley,2,0,0,,0,2,6,3,2,1,0
MT,Missoula,93,0,16,,3,74,199,100,78,21,4
MT,Yellowstone,91,0,18,,10,63,668,146,421,101,8
MT,Beaverhead,3,0,0,,0,3,9,2,7,0,0
MT,Big Horn,71,2,3,,0,66,411,13,332,66,1
MT,Blaine,10,0,1,,0,9,3,1,2,0,0
MT,Broadwater,28,0,0,,0,28,37,10,22,5,0
MT,Carter,0,0,0,,0,0,0,0,0,0,0
MT,Custer,9,0,2,,1,6,37,9,22,6,1
MT,Daniels,0,0,0,,0,0,2,0,1,1,0
MT,Dawson,18,0,1,,0,17,63,25,31,7,0
MT,Deer Lodge,37,1,2,,1,33,335,84,217,34,0
MT,Fallon,2,0,0,,0,2,4,2,1,1,0
MT,Fergus,32,0,11,,1,20,58,21,34,3,1
MT,Flathead,191,2,23,,4,162,"1,372",225,991,156,5
MT,Gallatin,73,2,24,,1,46,420,58,324,38,1
MT,Garfield,1,0,0,,0,1,8,2,5,1,0
MT,Glacier,15,0,0,,0,15,43,6,25,12,1
MT,Granite,5,0,1,,0,4,59,11,43,5,0
MT,Hill,23,0,2,,0,21,143,28,103,12,1
MT,Jefferson,34,0,0,,0,34,124,20,93,11,1
MT,Judith Basin,2,0,0,,0,2,12,3,7,2,0
MT,Lake,72,1,5,,5,61,316,106,166,44,7
MT,Lewis and Clark,104,1,25,,5,73,440,111,286,43,9
MT,Liberty,9,1,0,,0,8,0,0,0,0,0
MT,Lincoln,28,1,2,,0,25,162,34,118,10,0
MT,Madison,8,0,0,,0,8,42,12,28,2,1
MT,McCone,2,0,0,,0,2,11,3,4,4,0
MT,Meagher,2,0,0,,0,2,13,1,10,2,0
MT,Mineral,4,0,0,,0,4,0,0,0,0,0
MT,Musselshell,31,1,1,,1,28,90,14,66,10,2
MT,Park,16,0,2,,0,14,80,8,65,7,0
MT,Phillips,11,0,1,,0,10,39,5,31,3,0
MT,Pondera,1,0,1,,0,0,10,0,9,1,0
MT,Powder River,0,0,0,,0,0,9,0,8,1,0
MT,Powell,8,0,2,,0,6,17,5,10,2,0
MT,Prairie,3,0,0,,0,3,12,1,6,5,0
MT,Ravalli,61,0,7,,2,52,246,33,207,6,1
MT,Richland,15,0,4,,0,11,70,10,50,10,0
MT,Roosevelt,53,2,0,,0,51,43,12,25,6,0
MT,Rosebud,5,0,1,,0,4,27,6,15,6,0
MT,Sanders,14,0,4,,1,9,58,11,44,3,2
MT,Sheridan,6,0,0,,0,6,57,5,52,0,1
MT,Silver Bow,98,0,10,,3,85,"1,738",210,"1,372",156,1
MT,Stillwater,17,0,7,,0,10,46,17,22,7,1
MT,Sweet Grass,5,3,0,,0,2,12,0,10,2,0
MT,Teton,19,0,2,,1,16,50,23,22,5,0
MT,Toole,22,0,3,,0,19,72,8,60,4,1
MT,Treasure,0,0,0,,0,0,1,0,0,1,0
MT,Valley,8,1,2,,0,5,9,4,5,0,0
MT,Wheatland,10,0,1,,0,9,6,1,4,1,0
MT,Wibaux,0,0,0,,0,0,2,0,2,0,0
NE,Cass,23,0,9,,0,14,202,39,146,17,0
NE,Dakota,18,1,1,,3,13,69,17,43,9,0
NE,Dixon,3,0,2,,0,1,47,12,30,5,1
NE,Douglas,159,2,12,,9,136,663,193,402,68,3
NE,Hall,33,0,1,,0,32,144,42,88,14,2
NE,Hamilton,8,0,2,,0,6,40,15,17,8,0
NE,Lancaster,22,0,7,,0,15,200,59,129,12,1
NE,Merrick,4,0,1,,0,3,10,3,6,1,0
NE,Sarpy,52,0,9,,8,35,826,90,649,87,0
NE,Saunders,10,0,3,,0,7,72,28,33,11,1
NE,Seward,8,0,3,,0,5,27,8,16,3,1
NE,Washington,4,0,1,,0,3,60,6,47,7,0
NE,Adams,6,0,3,,0,3,87,29,48,10,3
NE,Antelope,9,0,2,,0,7,19,2,16,1,0
NE,Arthur,0,0,0,,0,0,0,0,0,0,0
NE,Box Butte,1,0,0,,0,1,14,5,7,2,0
NE,Brown,0,0,0,,0,0,25,11,12,2,0
NE,Buffalo,10,0,6,,0,4,109,16,84,9,1
NE,Burt,2,0,1,,0,1,21,5,16,0,0
NE,Butler,5,0,2,,0,3,14,4,9,1,0
NE,Cedar,2,0,1,,0,1,23,0,20,3,0
NE,Chase,2,0,0,,0,2,7,0,6,1,0
NE,Cherry,0,0,0,,0,0,13,3,10,0,0
NE,Cheyenne,4,0,2,,0,2,15,4,8,3,0
NE,Clay,6,0,0,,0,6,15,10,1,4,0
NE,Colfax,5,0,4,,1,0,26,1,21,4,0
NE,Cuming,1,0,0,,0,1,14,5,7,2,0
NE,Custer,6,0,2,,0,4,68,21,42,5,0
NE,Dawes,2,0,0,,0,2,11,3,8,0,0
NE,Dawson,8,1,2,,0,5,50,9,37,4,0
NE,Dodge,19,0,7,,2,10,98,20,68,10,0
NE,Fillmore,1,0,0,,0,1,15,6,7,2,0
NE,Franklin,2,0,0,,0,2,7,3,2,2,0
NE,Furnas,3,0,0,,0,3,60,19,39,2,0
NE,Gage,25,0,5,,0,20,108,67,39,2,1
NE,Garfield,0,0,0,,0,0,0,0,0,0,0
NE,Gosper,2,0,0,,0,2,11,4,6,1,0
NE,Hayes,3,0,1,,0,2,4,0,4,0,0
NE,Hitchcock,4,1,3,,0,0,20,8,11,1,1
NE,Holt,2,0,1,,0,1,11,1,8,2,0
NE,Hooker,0,0,0,,0,0,2,0,2,0,0
NE,Kearney,3,0,0,,0,3,39,12,25,2,0
NE,Keith,2,0,1,,0,1,20,7,11,2,0
NE,Keya Paha,0,0,0,,0,0,1,0,0,1,0
NE,Kimball,0,0,0,,0,0,14,3,9,2,0
NE,Knox,2,0,0,,0,2,25,4,13,8,0
NE,Lincoln,19,0,2,,0,17,116,27,77,12,2
NE,Madison,10,0,2,,0,8,51,11,32,8,0
NE,Morrill,2,0,0,,0,2,39,6,29,4,0
NE,Nemaha,9,0,2,,0,7,61,17,40,4,0
NE,Otoe,3,0,0,,1,2,44,6,32,6,0
NE,Pawnee,1,0,0,,0,1,44,10,33,1,0
NE,Perkins,0,0,0,,0,0,21,7,10,4,0
NE,Phelps,2,0,1,,0,1,25,6,16,3,0
NE,Pierce,2,0,0,,0,2,11,5,5,1,0
NE,Platte,15,0,2,,0,13,82,12,63,7,0
NE,Red Willow,2,0,0,,0,2,18,7,9,2,0
NE,Richardson,0,0,0,,0,0,27,6,21,0,0
NE,Rock,0,0,0,,0,0,0,0,0,0,0
NE,Saline,5,0,1,,0,4,33,9,19,5,1
NE,Scotts Bluff,12,0,3,,1,8,128,62,58,8,0
NE,Sheridan,14,0,1,,1,12,33,7,21,5,0
NE,Sherman,1,0,0,,0,1,14,3,9,2,0
NE,Stanton,6,0,4,,0,2,41,5,36,0,1
NE,Thayer,1,0,0,,0,1,55,2,51,2,
NE,Thurston,6,0,0,,1,5,16,3,7,6,1
NE,Webster,2,0,0,,0,2,11,2,5,4,0
NE,Wheeler,3,0,0,,0,3,0,0,0,0,0
NE,York,2,0,2,,0,0,34,6,22,6,0
NV,Carson City,154,1,3,,18,132,971,206,681,84,6
NV,Storey,43,1,1,,0,41,73,21,46,6,1
NV,Washoe,132,1,24,,7,100,770,202,465,103,7
NV,Churchill,28,0,5,,0,23,185,63,108,14,2
NV,Douglas,67,0,11,,2,54,795,117,633,45,3
NV,Elko,48,2,0,,0,46,193,38,127,28,4
NV,Esmeralda,1,0,0,,0,1,5,1,4,0,0
NV,Eureka,7,0,1,,1,5,38,19,17,2,0
NV,Humboldt,29,0,4,,0,25,67,32,30,5,2
NV,Lander,40,3,12,,1,24,112,57,45,10,1
NV,Lincoln,3,0,1,,0,2,37,9,27,1,2
NV,Lyon,137,3,15,,8,111,567,138,367,62,7
NV,Mineral,6,0,1,,0,5,21,12,1,8,0
NV,Nye,80,0,13,,12,55,915,338,465,112,1
NV,Pershing,29,2,4,,0,23,46,20,25,1,0
NV,White Pine,13,0,1,,3,9,82,25,42,15,3
NH,Rockingham,7,0,3,,0,4,2,0,1,1,0
NH,Strafford,4,0,2,,0,2,1,0,1,0,0
NH,Carroll,13,0,1,,2,10,78,19,52,7,0
NH,Cheshire,0,0,0,,0,0,10,4,6,0,0
NH,Grafton,3,0,2,,0,1,5,0,5,0,0
NH,Merrimack,2,0,1,,0,1,0,0,0,0,0
NJ,Atlantic,0,0,0,,0,0,0,0,0,0,0
NJ,Bergen,8,0,0,,0,8,56,3,51,2,2
NJ,Burlington,0,0,0,,0,0,0,0,0,0,0
NJ,Camden,9,0,0,,1,8,32,2,30,0,0
NJ,Camden County Police Department,"1,574",47,88,,427,"1,012","2,644",648,"1,492",504,94
NJ,Cape May,0,0,0,,0,0,2,0,2,0,0
NJ,Cumberland,0,0,0,,0,0,1,0,1,0,0
NJ,Essex,95,1,0,,46,48,79,19,59,1,0
NJ,Gloucester,6,0,0,,0,6,0,0,0,0,0
NJ,Hudson,0,0,0,,0,0,0,0,0,0,0
NJ,Hunterdon,0,0,0,,0,0,0,0,0,0,0
NJ,Mercer,2,0,0,,1,1,8,2,6,0,0
NJ,Middlesex,0,0,0,,0,0,0,0,0,0,0
NJ,Monmouth,2,0,0,,0,2,1,0,1,0,0
NJ,Morris,0,0,0,,0,0,0,0,0,0,0
NJ,Ocean,0,0,0,,0,0,5,3,2,0,0
NJ,Passaic,0,0,0,,0,0,0,0,0,0,0
